file,stratified,splits,disc,bins,acc,pr,rec,f1
glass.csv,0,2,1,4,0.6471962616822429,0.6262120768046321,0.5825053039101762,0.5790189505126253
glass.csv,0,3,1,4,0.6648865414710485,0.6020595371239016,0.6081569032202495,0.589151998587093
glass.csv,0,5,1,4,0.6753377630121816,0.6136184631883972,0.6206547317917421,0.59881814991116
glass.csv,0,10,1,4,0.6822077922077923,0.6100495472120473,0.6235635022385022,0.596437903708741
glass.csv,1,2,1,4,0.6724290083005681,0.6365140623194477,0.6011864731272627,0.6039532124881234
glass.csv,1,3,1,4,0.6800802333257937,0.6461358666300251,0.6344398096535778,0.626237473744221
glass.csv,1,5,1,4,0.6799067418369743,0.6313678705911678,0.6338611111111111,0.6196698030902178
glass.csv,1,10,1,4,0.6809005814932588,0.613383177008177,0.6401924603174604,0.614319272216718
glass.csv,1,10,0,0,0.45457200643241835,0.33012241369741374,0.37823412698412695,0.32556242228504306
glass.csv,1,10,1,2,0.48195205239713257,0.46160908225761166,0.49360912698412707,0.4495748363724787
glass.csv,1,10,1,4,0.6874737634600334,0.6232648786398786,0.6459761904761904,0.6227643601699497
glass.csv,1,10,1,7,0.6744835474721058,0.6025890387390388,0.6169325396825397,0.5998211431413443
glass.csv,1,10,1,10,0.6804098437794089,0.6251112406112406,0.6367103174603175,0.619359110769405
glass.csv,1,10,1,15,0.6646645252789417,0.5288002738002738,0.5496329365079365,0.5253613302217791
glass.csv,1,10,2,2,0.63103442895777,0.5911667360417361,0.6005039682539682,0.5816536371408662
glass.csv,1,10,2,4,0.6641230695315363,0.620344794094794,0.6207777777777778,0.6039622970568018
glass.csv,1,10,2,7,0.654950280840441,0.5719806933806935,0.5822400793650793,0.5670077622641091
glass.csv,1,10,2,10,0.6370776298453645,0.552717606005106,0.5509166666666667,0.5401278824947556
glass.csv,1,10,2,15,0.6590661881977672,0.5320188635438635,0.5420416666666666,0.5257060254935036
glass.csv,1,10,3,2,0.6358880353056555,0.5439220862470863,0.5597976190476192,0.5360855459498648
glass.csv,1,10,3,4,0.6174406421191317,0.587564195989196,0.5943432539682539,0.5776523361313608
glass.csv,1,10,3,7,0.6604479892088588,0.5529084415584415,0.5699742063492063,0.5487721738701615
glass.csv,1,10,3,10,0.6546566069323505,0.5257929801679802,0.5421488095238095,0.5222116507532142
glass.csv,1,10,3,15,0.6834922616158314,0.5544624976874977,0.5602817460317462,0.5443170580618386
