file,stratified,splits,disc,bins,acc,pr,rec,f1
iris.csv,0,2,0,0,0.9466666666666667,0.7666666666666666,0.74,0.7524738570564342
iris.csv,0,2,1,2,0.07333333333333333,0.11666666666666667,0.06999999999999999,0.058333333333333334
iris.csv,0,2,1,4,0.9333333333333333,0.8,0.7666666666666667,0.7811330049261084
iris.csv,0,2,1,7,0.9466666666666667,0.8,0.7733333333333334,0.7855774493705528
iris.csv,0,2,1,10,0.9199999999999999,0.7666666666666666,0.7266666666666667,0.744521560311034
iris.csv,0,2,1,15,0.9199999999999999,0.7666666666666666,0.7266666666666667,0.744514472455649
iris.csv,0,2,2,2,0.6866666666666668,0.5211111111111111,0.4111111111111111,0.44342925292722446
iris.csv,0,2,2,4,0.8666666666666666,0.6666666666666666,0.6,0.62773251652562
iris.csv,0,2,2,7,0.9199999999999999,0.7666666666666666,0.7266666666666667,0.7437646092919927
iris.csv,0,2,2,10,0.9133333333333333,0.7666666666666666,0.7233333333333333,0.742240883975164
iris.csv,0,2,2,15,0.9066666666666666,0.7333333333333333,0.6866666666666666,0.706836687208738
iris.csv,0,2,3,2,0.9066666666666666,0.7,0.6533333333333334,0.6733374384236454
iris.csv,0,2,3,4,0.9400000000000001,0.8,0.77,0.7835933223864259
iris.csv,0,2,3,7,0.8733333333333333,0.6777777777777778,0.62,0.643475384264858
iris.csv,0,2,3,10,0.9,0.6277777777777778,0.5833333333333334,0.6029481742650313
iris.csv,0,2,3,15,0.9133333333333333,0.7333333333333333,0.69,0.709331813914391
iris.csv,0,3,0,0,0.9466666666666667,0.7666666666666666,0.74,0.7524738570564342
iris.csv,0,3,1,2,0.07333333333333333,0.11666666666666667,0.06999999999999999,0.058333333333333334
iris.csv,0,3,1,4,0.9333333333333333,0.8,0.7666666666666667,0.7811330049261084
iris.csv,0,3,1,7,0.9466666666666667,0.8,0.7733333333333334,0.7855774493705528
iris.csv,0,3,1,10,0.9199999999999999,0.7666666666666666,0.7266666666666667,0.744521560311034
iris.csv,0,3,1,15,0.9199999999999999,0.7666666666666666,0.7266666666666667,0.744514472455649
iris.csv,0,3,2,2,0.6866666666666668,0.5211111111111111,0.4111111111111111,0.44342925292722446
iris.csv,0,3,2,4,0.8666666666666666,0.6666666666666666,0.6,0.62773251652562
iris.csv,0,3,2,7,0.9199999999999999,0.7666666666666666,0.7266666666666667,0.7437646092919927
iris.csv,0,3,2,10,0.9133333333333333,0.7666666666666666,0.7233333333333333,0.742240883975164
iris.csv,0,3,2,15,0.9066666666666666,0.7333333333333333,0.6866666666666666,0.706836687208738
iris.csv,0,3,3,2,0.9066666666666666,0.7,0.6533333333333334,0.6733374384236454
iris.csv,0,3,3,4,0.9133333333333333,0.75,0.7088888888888889,0.7262218045112782
iris.csv,0,3,3,7,0.8866666666666667,0.6611111111111111,0.6144444444444443,0.6345414483345518
iris.csv,0,3,3,10,0.9066666666666666,0.7277777777777777,0.6866666666666668,0.7039454697349434
iris.csv,0,3,3,15,0.8933333333333333,0.7166666666666666,0.6633333333333333,0.6868221647633412
iris.csv,0,5,0,0,0.9466666666666667,0.7666666666666666,0.74,0.7524738570564342
iris.csv,0,5,1,2,0.07333333333333333,0.11666666666666667,0.06999999999999999,0.058333333333333334
iris.csv,0,5,1,4,0.9333333333333333,0.8,0.7666666666666667,0.7811330049261084
iris.csv,0,5,1,7,0.9466666666666667,0.8,0.7733333333333334,0.7855774493705528
iris.csv,0,5,1,10,0.9199999999999999,0.7666666666666666,0.7266666666666667,0.744521560311034
iris.csv,0,5,1,15,0.9199999999999999,0.7666666666666666,0.7266666666666667,0.744514472455649
iris.csv,0,5,2,2,0.6866666666666668,0.5211111111111111,0.4111111111111111,0.44342925292722446
iris.csv,0,5,2,4,0.8666666666666666,0.6666666666666666,0.6,0.62773251652562
iris.csv,0,5,2,7,0.9199999999999999,0.7666666666666666,0.7266666666666667,0.7437646092919927
iris.csv,0,5,2,10,0.9133333333333333,0.7666666666666666,0.7233333333333333,0.742240883975164
iris.csv,0,5,2,15,0.9066666666666666,0.7333333333333333,0.6866666666666666,0.706836687208738
iris.csv,0,5,3,2,0.9066666666666666,0.7,0.6533333333333334,0.6733374384236454
iris.csv,0,5,3,4,0.9333333333333333,0.7166666666666666,0.6833333333333333,0.6987655921412727
iris.csv,0,5,3,7,0.8666666666666666,0.6611111111111111,0.6033333333333333,0.6266764424659163
iris.csv,0,5,3,10,0.9200000000000002,0.7333333333333333,0.6933333333333334,0.7116054023948761
iris.csv,0,5,3,15,0.8933333333333333,0.6833333333333333,0.6300000000000001,0.6537762583588356
iris.csv,0,10,0,0,0.9466666666666667,0.7666666666666666,0.74,0.7524738570564342
iris.csv,0,10,1,2,0.07333333333333333,0.11666666666666667,0.06999999999999999,0.058333333333333334
iris.csv,0,10,1,4,0.9333333333333333,0.8,0.7666666666666667,0.7811330049261084
iris.csv,0,10,1,7,0.9466666666666667,0.8,0.7733333333333334,0.7855774493705528
iris.csv,0,10,1,10,0.9199999999999999,0.7666666666666666,0.7266666666666667,0.744521560311034
iris.csv,0,10,1,15,0.9199999999999999,0.7666666666666666,0.7266666666666667,0.744514472455649
iris.csv,0,10,2,2,0.6866666666666668,0.5211111111111111,0.4111111111111111,0.44342925292722446
iris.csv,0,10,2,4,0.8666666666666666,0.6666666666666666,0.6,0.62773251652562
iris.csv,0,10,2,7,0.9199999999999999,0.7666666666666666,0.7266666666666667,0.7437646092919927
iris.csv,0,10,2,10,0.9133333333333333,0.7666666666666666,0.7233333333333333,0.742240883975164
iris.csv,0,10,2,15,0.9066666666666666,0.7333333333333333,0.6866666666666666,0.706836687208738
iris.csv,0,10,3,2,0.9066666666666666,0.7,0.6533333333333334,0.6733374384236454
