file,stratified,splits,disc,bins,acc,pr,rec,f1
pima-diabetes.csv,0,2,1,4,0.7292036910457963,0.6982338841469298,0.6926140803789144,0.6921424241350425
pima-diabetes.csv,0,3,1,4,0.7292036910457963,0.6982338841469298,0.6926140803789144,0.6921424241350425
pima-diabetes.csv,0,5,1,4,0.7292036910457963,0.6982338841469298,0.6926140803789144,0.6921424241350425
pima-diabetes.csv,0,10,1,4,0.7292036910457963,0.6982338841469298,0.6926140803789144,0.6921424241350425
pima-diabetes.csv,1,2,1,4,0.7135416666666667,0.6833854137987996,0.6769850746268657,0.6795554429060358
pima-diabetes.csv,1,3,1,4,0.7161837822028941,0.6870729489135622,0.682430509226572,0.6842963562976876
pima-diabetes.csv,1,5,1,4,0.7253204312027842,0.6965182732310018,0.6904213836477988,0.6922913020274585
pima-diabetes.csv,1,10,1,4,0.7279220779220779,0.7019590454739247,0.6956581196581197,0.6965646708327641
pima-diabetes.csv,1,3,0,0,0.7435430892525622,0.7173355124566867,0.7078067245921195,0.7117416318129379
pima-diabetes.csv,1,3,1,2,0.6458246110538898,0.4527758359949671,0.5011574207300394,0.41185864635133357
pima-diabetes.csv,1,3,1,4,0.7161837822028941,0.6870729489135622,0.682430509226572,0.6842963562976876
pima-diabetes.csv,1,3,1,7,0.747429152838178,0.7219431182135526,0.7245987005577611,0.7231484357120365
pima-diabetes.csv,1,3,1,10,0.764366448589812,0.7413842642648802,0.7480270000137805,0.7442412618571773
pima-diabetes.csv,1,3,1,15,0.7591325444736908,0.7369654991886616,0.74657247933626,0.7405104037629014
pima-diabetes.csv,1,3,2,2,0.7044903645634649,0.676716941362984,0.6812514660524475,0.6785140182664694
pima-diabetes.csv,1,3,2,4,0.7539140384590931,0.7326993638383653,0.7433774314704076,0.7351503384596801
pima-diabetes.csv,1,3,2,7,0.7591528898362198,0.7383480742092736,0.7482713918762357,0.7410704166760474
pima-diabetes.csv,1,3,2,10,0.7487361834325169,0.7266969285911977,0.7368183297079263,0.7298279169029285
pima-diabetes.csv,1,3,2,15,0.740867634342972,0.7162234800759841,0.7221073323473234,0.7183014624590712
pima-diabetes.csv,1,3,3,2,0.7539140384590931,0.7293504669512964,0.7278098196459388,0.728125674814585
pima-diabetes.csv,1,3,3,4,0.7722094666336053,0.7506862843629708,0.7583466852375901,0.7532619473412937
pima-diabetes.csv,1,3,3,7,0.7656684921861091,0.7450249883484824,0.7541152596961515,0.747089216884282
pima-diabetes.csv,1,3,3,10,0.7539597161821927,0.7322053299582262,0.7373505684808354,0.73301747989312
pima-diabetes.csv,1,3,3,15,0.7604397340161745,0.7388183990693241,0.7431468095801538,0.7387734460776398
