file,stratified,splits,disc,bins,acc,pr,rec,f1
wine.csv,0,2,1,4,0,0,0,0.518664368327453
wine.csv,0,3,1,4,0,0,0,0.518664368327453
wine.csv,0,5,1,4,0,0,0,0.518664368327453
wine.csv,0,10,1,4,0,0,0,0.518664368327453
wine.csv,1,2,1,4,0,0,0,0.9037930948997348
wine.csv,1,3,1,4,0,0,0,0.8641263051581056
wine.csv,1,5,1,4,0,0,0,0.9096100877679826
wine.csv,1,10,1,4,0,0,0,0.9203436378436379
wine.csv,1,10,0,0,0,0,0,0.9623942723942724
wine.csv,1,10,1,2,0,0,0,0.19015405260332796
wine.csv,1,10,1,4,0,0,0,0.9203436378436379
wine.csv,1,10,1,7,0,0,0,0.9097728197728199
wine.csv,1,10,1,10,0,0,0,0.9165574240574241
wine.csv,1,10,1,15,0,0,0,0.9147911347911346
wine.csv,1,10,2,2,0,0,0,0.8977701057112821
wine.csv,1,10,2,4,0,0,0,0.9265374440374441
wine.csv,1,10,2,7,0,0,0,0.9158944758944759
wine.csv,1,10,2,10,0,0,0,0.9155281755281756
wine.csv,1,10,2,15,0,0,0,0.9156436156436157
wine.csv,1,10,3,2,0,0,0,0.9105236430236431
wine.csv,1,10,3,4,0,0,0,0.8984066695831402
wine.csv,1,10,3,7,0,0,0,0.921083731083731
wine.csv,1,10,3,10,0,0,0,0.9164242239242238
wine.csv,1,10,3,15,0,0,0,0.904898804898805
