file,stratified,splits,disc,bins,acc,pr,rec,f1
wine.csv,0,2,1,4,0.9388888888888889,0.7285714285714285,0.7170634920634921,0.7185912910618792
wine.csv,0,3,1,4,0.9388888888888889,0.7285714285714285,0.7170634920634921,0.7185912910618792
wine.csv,0,5,1,4,0.9388888888888889,0.7285714285714285,0.7170634920634921,0.7185912910618792
wine.csv,0,10,1,4,0.9388888888888889,0.7285714285714285,0.7170634920634921,0.7185912910618792
wine.csv,1,2,1,4,0.9214646464646464,0.9368398268398268,0.9156951286261631,0.9214697252161603
wine.csv,1,3,1,4,0.9329501915708812,0.9467630019412953,0.9319137215018222,0.9343568188716093
wine.csv,1,5,1,4,0.9439503368915133,0.9516666666666668,0.9426984126984127,0.9442591991948553
wine.csv,1,10,1,4,0.9558479532163743,0.9666666666666666,0.9541269841269842,0.955904406051465
wine.csv,1,10,0,0,0.9616959064327485,0.9654761904761905,0.9662698412698413,0.9623942723942724
wine.csv,1,10,1,2,0.3606230650154799,0.15889161220043574,0.3030952380952381,0.18739130434782608
wine.csv,1,10,1,4,0.9558479532163743,0.9666666666666666,0.9541269841269842,0.955904406051465
wine.csv,1,10,1,7,0.9391812865497077,0.9520502645502645,0.937936507936508,0.939521992169051
wine.csv,1,10,1,10,0.9725146198830409,0.9768518518518519,0.9726984126984128,0.9726416502887091
wine.csv,1,10,1,15,0.9447368421052632,0.9563492063492063,0.9446031746031747,0.9444902646373234
wine.csv,1,10,2,2,0.9384868421052632,0.9428042328042329,0.9403174603174603,0.9380466156936744
wine.csv,1,10,2,4,0.9777777777777779,0.9836640211640212,0.9763492063492064,0.9771192696192695
wine.csv,1,10,2,7,0.9666666666666666,0.971031746031746,0.9690476190476189,0.9675224775224776
wine.csv,1,10,2,10,0.97218782249742,0.9771825396825398,0.9732936507936507,0.9731882931882933
wine.csv,1,10,2,15,0.9780701754385964,0.9824074074074074,0.9785714285714286,0.9789094565565154
wine.csv,1,10,3,2,0.9725146198830409,0.9781084656084656,0.974404761904762,0.9735334110334112
wine.csv,1,10,3,4,0.9725146198830409,0.9773148148148149,0.9732936507936507,0.9723938098938099
wine.csv,1,10,3,7,0.9666666666666666,0.974867724867725,0.9660317460317461,0.965944055944056
wine.csv,1,10,3,10,0.9499656002751978,0.9605158730158732,0.9501587301587302,0.9504343205813794
wine.csv,1,10,3,15,0.9725146198830409,0.9776455026455027,0.9726984126984128,0.9726805003275591
