file,stratified,splits,disc,bins,acc,pr,rec,f1
pima-diabetes.csv,0,2,1,4,0.7292036910457963,0.6982338841469298,0.6926140803789144,0.6921424241350425
pima-diabetes.csv,0,3,1,4,0.7292036910457963,0.6982338841469298,0.6926140803789144,0.6921424241350425
pima-diabetes.csv,0,5,1,4,0.7292036910457963,0.6982338841469298,0.6926140803789144,0.6921424241350425
pima-diabetes.csv,0,10,1,4,0.7292036910457963,0.6982338841469298,0.6926140803789144,0.6921424241350425
pima-diabetes.csv,1,2,1,4,0.7135416666666667,0.6833854137987996,0.6769850746268657,0.6795554429060358
pima-diabetes.csv,1,3,1,4,0.7161837822028941,0.6870729489135622,0.682430509226572,0.6842963562976876
pima-diabetes.csv,1,5,1,4,0.7253204312027842,0.6965182732310018,0.6904213836477988,0.6922913020274585
pima-diabetes.csv,1,10,1,4,0.7279220779220779,0.7019590454739247,0.6956581196581197,0.6965646708327641
pima-diabetes.csv,1,10,0,0,0.7564935064935066,0.7348495448677373,0.7185099715099715,0.7235726493134441
pima-diabetes.csv,1,10,1,2,0.6471120984278879,0.4671126637667733,0.5063703703703704,0.4263948078782203
pima-diabetes.csv,1,10,1,4,0.7279220779220779,0.7019590454739247,0.6956581196581197,0.6965646708327641
pima-diabetes.csv,1,10,1,7,0.7448393711551606,0.721620905757069,0.7217920227920228,0.720214426235923
pima-diabetes.csv,1,10,1,10,0.7682501708817498,0.7476357582902773,0.7536353276353276,0.7487478200075988
pima-diabetes.csv,1,10,1,15,0.7474025974025974,0.7248953998884593,0.7295413105413106,0.7247255956535054
pima-diabetes.csv,1,10,2,2,0.7031442241968557,0.6754503441158789,0.6794985754985755,0.6758277982914167
pima-diabetes.csv,1,10,2,4,0.7591079972658921,0.7395340733300803,0.74997150997151,0.741253655692461
pima-diabetes.csv,1,10,2,7,0.7552118933697881,0.7365917531376741,0.7468290598290599,0.7374616723768792
pima-diabetes.csv,1,10,2,10,0.7512816131237184,0.7305320110732044,0.7386467236467237,0.7314207765923795
pima-diabetes.csv,1,10,2,15,0.7577922077922079,0.7360251488254612,0.7403105413105413,0.7358542714298689
pima-diabetes.csv,1,10,3,2,0.7552631578947369,0.735034854735817,0.7306438746438746,0.7304469296020105
pima-diabetes.csv,1,10,3,4,0.7630211893369789,0.7412441777662557,0.7427492877492877,0.7402570810526645
pima-diabetes.csv,1,10,3,7,0.7578092959671907,0.7394731198894376,0.7464159544159543,0.7386941727174705
pima-diabetes.csv,1,10,3,10,0.762987012987013,0.7419289102267687,0.7467236467236467,0.7414488149212308
pima-diabetes.csv,1,10,3,15,0.7551264524948735,0.7327664253299202,0.7355413105413106,0.7321756693919551
